id,t2m_mean,t2m_max,t2m_min,t2m_mean_before,t2m_max_before,t2m_min_before,t2m_mean_after,t2m_max_after,t2m_min_after
210100,267.53599337121204,278.359125,255.95379166666666,265.4327916666667,270.92499999999995,261.61516666666665,268.00337152777786,278.359125,255.95379166666666
210200,271.85740246212123,277.948625,261.0867916666666,271.77618750000005,274.7082916666667,269.5502916666667,271.8754502314815,277.948625,261.0867916666666
210300,269.3494318181817,278.1363333333333,257.50529166666666,268.25140625,272.45587500000005,265.2409583333333,269.59343749999994,278.1363333333333,257.50529166666666
210400,266.35491003787877,276.6649166666666,253.80033333333333,264.7951302083333,270.9351666666666,260.4302916666667,266.7015277777777,276.6649166666666,253.80033333333333
210500,267.00927840909094,275.64145833333333,254.37974999999997,265.62972395833333,271.2775833333333,261.8374166666666,267.3158460648149,275.64145833333333,254.37974999999997
210600,269.3082443181817,276.1719166666667,257.9224166666667,267.87466666666666,271.73770833333333,264.00304166666666,269.62681712962956,276.1719166666667,257.9224166666667
210700,269.092555871212,276.89570833333335,258.39733333333334,267.15780208333337,271.29325000000006,264.3304583333333,269.52250115740736,276.89570833333335,258.39733333333334
210800,270.42149431818183,278.50054166666666,259.042,269.97041666666667,274.0023333333334,267.0227916666667,270.5217337962963,278.50054166666666,259.042
210900,267.4464772727272,277.10687499999995,256.1141666666667,265.2801979166667,269.35020833333334,262.53341666666665,267.92787268518515,277.10687499999995,256.1141666666667
211000,268.88485227272736,278.8444166666667,256.76070833333335,267.52375,272.58625,263.6615416666666,269.1873194444445,278.8444166666667,256.76070833333335
211100,269.94919034090907,277.6160416666667,259.13454166666673,269.0092604166667,273.5464583333333,265.4928333333333,270.1580636574074,277.6160416666667,259.13454166666673
211200,266.14794223484853,278.0969166666667,254.28450000000007,263.93003125,269.609625,259.5177916666667,266.6408113425926,278.0969166666667,254.28450000000007
211300,268.2551183712121,277.0246666666667,257.16245833333335,265.86941666666667,268.30941666666666,264.33104166666664,268.7852743055556,277.0246666666667,257.16245833333335
211400,270.32890719696974,277.84841666666665,259.45966666666664,269.102421875,271.96995833333335,266.4062916666666,270.6014594907408,277.84841666666665,259.45966666666664
220100,262.8012462121212,276.80479166666663,251.56187500000001,260.25259374999996,266.0227916666667,256.0621666666666,263.3676134259259,276.80479166666663,251.56187500000001
220200,262.97084090909084,275.6989999999999,250.51249999999996,261.04216145833334,265.3144583333333,256.0437083333334,263.3994363425926,275.6989999999999,250.51249999999996
220300,264.5339640151515,277.424125,252.8010833333333,261.98105208333334,267.73575,257.972625,265.1012777777778,277.424125,252.8010833333333
220400,265.09306628787874,277.0736666666667,252.87141666666665,263.39888541666664,268.41383333333334,258.6379583333333,265.46955092592594,277.0736666666667,252.87141666666665
220500,264.80869602272736,275.2367916666667,251.89383333333333,262.9771510416667,269.78516666666667,257.66450000000003,265.2157060185185,275.2367916666667,251.89383333333333
220600,262.56759374999996,273.962875,248.04162499999998,260.81493229166665,268.0165416666667,254.69958333333332,262.957074074074,273.962875,248.04162499999998
220700,262.76480208333334,275.7219166666667,251.88620833333334,259.8807395833333,264.48920833333335,257.16925000000003,263.40570486111113,275.7219166666667,251.88620833333334
220800,262.7818475378787,273.45604166666664,252.381,259.489,262.9856249999999,257.172125,263.5135914351851,273.45604166666664,252.381
222400,263.63897064393933,274.362875,251.25245833333327,262.2796666666666,266.667,258.2244583333333,263.94103819444445,274.362875,251.25245833333327
230100,260.7067339015151,274.428625,250.83333333333334,257.7449427083333,262.69049999999993,253.89670833333335,261.36490972222214,274.428625,250.83333333333334
230200,258.9628191287878,266.77925000000005,250.46754166666665,254.75757291666665,256.89579166666664,253.38920833333336,259.897318287037,266.77925000000005,250.46754166666665
230300,261.8483077651515,272.618875,254.17533333333333,259.325796875,262.64383333333336,255.70275,262.40886574074074,272.618875,254.17533333333333
230400,258.8791126893939,267.57987499999996,251.3847916666667,255.5496927083333,259.19629166666675,253.45724999999996,259.61898379629633,267.57987499999996,251.3847916666667
230500,260.7601505681818,270.40758333333326,253.07516666666663,257.8047291666667,261.97012500000005,254.92625,261.41691087962965,270.40758333333326,253.07516666666663
230600,260.39167424242424,270.75733333333335,250.43533333333332,257.0246979166667,258.63095833333335,254.8762916666667,261.13989120370366,270.75733333333335,250.43533333333332
230700,257.43669507575754,269.276,248.6849166666666,254.13436979166667,258.14962499999996,252.16212500000006,258.17054513888894,269.276,248.6849166666666
230800,259.5978996212121,268.78416666666664,251.94691666666674,256.2532447916667,259.9994583333333,253.52429166666664,260.34115625,268.78416666666664,251.94691666666674
230900,261.1816723484849,272.81525000000005,253.035875,259.1951197916667,263.52241666666674,255.36704166666667,261.6231284722222,272.81525000000005,253.035875
231000,261.91908522727266,273.1466249999999,251.20766666666668,259.7809010416666,263.7559999999999,255.76708333333332,262.3942372685185,273.1466249999999,251.20766666666668
231100,257.17987026515146,265.08112500000004,249.35983333333334,252.80663541666667,255.29783333333333,250.48904166666662,258.15170023148147,265.08112500000004,249.35983333333334
231200,259.11887500000006,271.44233333333335,249.76991666666672,255.22651041666663,257.5415833333333,252.85812500000006,259.98384490740744,271.44233333333335,249.76991666666672
232700,254.73863257575758,262.3255833333333,247.75225000000003,249.4481302083333,251.086625,247.86799999999994,255.9142997685185,262.3255833333333,247.75225000000003
310000,281.21271496212125,289.2258750000001,275.97737499999994,280.62336979166673,282.966875,277.8760833333333,281.3436805555556,289.2258750000001,275.97737499999994
320100,280.3101553030303,291.424875,274.163375,278.73939062500006,280.86725,276.4252083333334,280.6592141203704,291.424875,274.163375
320200,280.5579005681818,290.4119166666667,275.1890416666667,279.3853854166666,281.12804166666666,276.7176666666666,280.8184594907408,290.4119166666667,275.1890416666667
320300,278.42128124999994,285.91270833333334,272.22920833333336,277.14278125,278.6755,275.41670833333325,278.705392361111,285.91270833333334,272.22920833333336
320400,280.45876231060595,290.93045833333326,274.97587500000003,279.0974375,281.01925,276.60062500000004,280.76127893518515,290.93045833333326,274.97587500000003
320500,280.87185795454536,289.92608333333334,275.881125,279.8302291666667,281.62050000000005,277.2049583333334,281.1033310185185,289.92608333333334,275.881125
320600,279.93350378787875,288.85358333333335,274.10945833333335,279.64676041666667,281.6524166666666,276.87812499999995,279.997224537037,288.85358333333335,274.10945833333335
320700,277.9789687500001,284.8534583333333,271.8735416666667,277.43367708333335,279.499875,275.21750000000003,278.10014467592595,284.8534583333333,271.8735416666667
320800,279.23217613636365,288.02429166666667,273.06445833333333,278.1910833333333,280.07258333333334,275.6118333333333,279.46353009259263,288.02429166666667,273.06445833333333
320900,278.92679356060603,287.39983333333333,272.26366666666667,278.79576041666667,280.6815416666667,275.81800000000004,278.95591203703697,287.39983333333333,272.26366666666667
321000,279.57885984848485,289.11000000000007,273.57141666666666,278.70175,280.5674166666667,275.8815416666667,279.7737731481481,289.11000000000007,273.57141666666666
321100,280.07658143939403,290.53616666666665,274.28445833333336,278.86863020833334,280.98,276.32045833333336,280.34501504629634,290.53616666666665,274.28445833333336
321200,279.57703030303037,289.5135833333333,273.44849999999997,278.9991302083333,281.14616666666666,275.9290833333333,279.7054525462963,289.5135833333333,273.44849999999997
321300,278.82317424242416,286.18416666666667,272.54625000000004,277.68956770833336,279.80491666666666,275.31537499999996,279.07508680555543,286.18416666666667,272.54625000000004
330100,280.9496799242424,291.08562500000005,275.23579166666667,279.3154895833333,281.82525,277.12749999999994,281.31283333333334,291.08562500000005,275.23579166666667
330200,282.23581723484847,290.81920833333334,276.7729166666667,281.2326458333333,283.6919166666667,278.0655,282.458744212963,290.81920833333334,276.7729166666667
330300,283.24343465909084,292.67924999999997,276.1061666666666,283.0584895833333,287.418375,279.5625833333333,283.2845335648148,292.67924999999997,276.1061666666666
330400,281.5690748106061,291.20841666666666,276.7473333333333,280.263234375,282.20745833333336,277.5731666666666,281.8592615740741,291.20841666666666,276.7473333333333
330500,280.7953759469697,291.066375,275.650875,279.1529375,280.7715833333333,276.87875,281.16036226851855,291.066375,275.650875
330600,281.92729734848484,292.3925,276.17775,280.2908125,282.9332083333333,277.6777916666667,282.29096064814814,292.3925,276.17775
330700,282.3825198863637,293.05466666666666,275.90691666666675,280.7958333333333,284.682625,278.0804166666666,282.7351168981482,293.05466666666666,275.90691666666675
330800,282.36098011363634,292.5875833333333,275.88037499999996,280.9328072916667,285.0042916666667,278.76945833333326,282.6783518518519,292.5875833333333,275.88037499999996
330900,282.2699005681818,286.18475,277.6131666666667,282.71336979166665,284.8302916666666,279.4102083333334,282.1713518518518,286.18475,277.6131666666667
331000,282.7806960227272,293.4745,275.96225,281.8646354166667,287.001375,278.0962083333333,282.98426504629634,293.4745,275.96225
331100,282.6367916666667,292.2626666666667,275.2175416666667,281.85909375,286.48387500000007,278.56958333333336,282.809613425926,292.2626666666667,275.2175416666667
340100,280.279571969697,291.82141666666666,273.4676666666666,278.355859375,280.5330416666667,276.21695833333337,280.70706365740745,291.82141666666666,273.4676666666666
340200,280.7259450757575,292.4445,274.645875,278.7649635416667,280.70666666666665,276.51804166666665,281.16171875,292.4445,274.645875
340300,279.4620852272728,289.3470416666667,272.71554166666664,277.7380625,279.4437916666667,275.8616666666667,279.8452013888889,289.3470416666667,272.71554166666664
340400,279.88504261363636,290.6045,273.1180833333333,277.8807135416667,279.87954166666674,276.19458333333336,280.33044907407407,290.6045,273.1180833333333
340500,280.38027746212134,291.8811666666667,273.99929166666664,278.61156250000005,280.796125,276.3933333333334,280.7733252314815,291.8811666666667,273.99929166666664
340600,279.04524810606057,286.99579166666666,272.4807916666666,277.4274375,278.94312499999995,275.7142083333334,279.4047615740741,286.99579166666666,272.4807916666666
340700,280.66336647727275,292.3329166666667,274.28329166666657,278.6574010416667,280.3315,276.5762916666667,281.1091365740741,292.3329166666667,274.28329166666657
340800,280.0118797348485,290.8475416666667,273.87695833333333,277.87456770833336,279.42429166666665,275.8939166666666,280.48683796296297,290.8475416666667,273.87695833333333
341000,280.55787026515156,291.50920833333333,274.33212499999996,278.68445833333334,279.94891666666666,276.7654166666667,280.97418402777777,291.50920833333333,274.33212499999996
341100,279.6970037878788,290.74333333333334,272.9690416666667,278.12561458333334,280.10404166666666,275.86979166666674,280.0462013888889,290.74333333333334,272.9690416666667
341200,279.6523465909091,288.660375,273.00708333333336,277.47076562499996,279.518875,276.3929583333333,280.13714236111105,288.660375,273.00708333333336
341300,278.89436268939403,286.566125,272.39162500000003,277.3816510416667,278.95945833333343,275.62541666666664,279.23052083333334,286.566125,272.39162500000003
341500,279.67830113636353,291.17891666666657,272.44625,277.44817708333335,279.35058333333325,275.56945833333333,280.1738842592592,291.17891666666657,272.44625
341600,279.31842518939396,287.46245833333336,272.844625,277.42090625000003,279.1347083333333,276.199,279.74009606481485,287.46245833333336,272.844625
341700,281.03213636363637,292.7594166666667,274.8386666666667,278.7356979166667,280.076625,277.0249583333333,281.5424560185186,292.7594166666667,274.8386666666667
341800,280.52799147727274,292.23729166666664,274.52200000000005,278.469640625,280.14216666666664,276.27608333333336,280.9854027777779,292.23729166666664,274.52200000000005
350100,285.35418181818176,293.03916666666663,278.43779166666667,285.94108854166666,289.7243333333334,282.1199583333333,285.2237581018519,293.03916666666663,278.43779166666667
350200,286.9788162878788,294.0257083333334,280.73158333333333,288.11861979166673,292.7427916666667,284.0597916666667,286.72552662037026,294.0257083333334,280.73158333333333
350300,285.7982765151515,293.5745833333333,279.31200000000007,286.6260208333333,290.7249583333333,282.4385833333333,285.6143333333333,293.5745833333333,279.31200000000007
350400,284.9169687499999,292.9485,275.9724166666667,285.0358489583333,290.0337916666666,280.26687499999997,284.89055092592594,292.9485,275.9724166666667
350500,286.4457301136364,293.54941666666673,279.37641666666667,287.69628645833336,292.21524999999997,283.73845833333337,286.16782870370366,293.54941666666673,279.37641666666667
350600,287.6099782196969,293.92704166666664,281.6535833333333,288.782265625,293.1227083333333,285.07587499999994,287.34946990740735,293.92704166666664,281.6535833333333
350700,284.1020890151515,292.3984583333333,276.0007916666667,283.8609270833333,288.23045833333333,279.40391666666665,284.15568055555553,292.3984583333333,276.0007916666667
350800,285.7054270833334,293.2590833333333,276.941,286.523234375,291.57166666666666,281.66170833333325,285.52369212962964,293.2590833333333,276.941
350900,283.9458712121212,292.08,276.2984583333334,284.4252760416667,288.54741666666666,280.7869166666666,283.8393368055556,292.08,276.2984583333334
360100,282.79271496212124,293.03441666666663,277.37774999999993,280.6394583333333,282.21212499999996,279.20725,283.2712164351851,293.03441666666663,277.37774999999993
360200,282.5246941287878,292.85787500000004,276.19649999999996,280.85042708333333,282.4114166666667,279.0932083333333,282.89675347222226,292.85787500000004,276.19649999999996
360300,283.2848664772728,294.04920833333335,276.8294583333334,281.0508802083333,283.9554166666667,277.78574999999995,283.7813078703705,294.04920833333335,276.8294583333334
360400,281.4015634469697,292.033875,275.525875,279.18840625,280.4015416666667,277.54949999999997,281.89337615740743,292.033875,275.525875
360500,283.22260132575764,293.40024999999997,277.5474166666667,281.0171510416667,283.31316666666663,278.12887499999994,283.712701388889,293.40024999999997,277.5474166666667
360600,283.9583001893939,294.23833333333334,277.1900416666667,282.14380208333336,284.0145833333333,279.7187083333334,284.3615219907408,294.23833333333334,277.1900416666667
360700,285.15980587121214,293.09979166666665,277.79412499999995,284.1656770833333,290.2463333333333,279.63991666666664,285.3807233796296,293.09979166666665,277.79412499999995
360800,283.9674488636363,293.61229166666664,277.635375,281.99115625,286.34004166666665,278.028625,284.406625,293.61229166666664,277.635375
360900,282.3902613636364,292.61541666666665,276.54279166666674,280.2827083333333,282.281,277.924,282.85860648148144,292.61541666666665,276.54279166666674
361000,283.87148295454546,293.5949583333334,276.787875,282.05034374999997,285.75949999999995,279.24091666666664,284.2761805555556,293.5949583333334,276.787875
361100,283.1446912878788,292.9468333333333,276.60245833333335,281.61816145833336,284.0194166666667,279.285625,283.48392013888883,292.9468333333333,276.60245833333335
370100,276.6041600378788,285.8885416666667,270.45854166666663,274.6785364583333,276.1871666666667,273.20320833333335,277.0320763888888,285.8885416666667,270.45854166666663
370200,276.3131070075758,282.853125,269.85408333333334,275.44267187500003,277.91912500000007,273.5835416666666,276.50653703703705,282.853125,269.85408333333334
370300,276.06287594696977,285.5485,269.0028333333334,274.4293645833334,276.12595833333336,273.1142916666667,276.42587847222217,285.5485,269.0028333333334
370400,277.9783153409091,285.692,271.6619166666666,276.7745833333333,277.6685416666666,275.02774999999997,278.2458113425926,285.692,271.6619166666666
370500,275.90703503787876,284.874625,269.73008333333337,274.2997552083333,276.21287499999994,273.1171666666666,276.26420833333333,284.874625,269.73008333333337
370600,275.4142490530303,281.38233333333335,267.8567499999999,274.74081770833334,276.45899999999995,273.187125,275.563900462963,281.38233333333335,267.8567499999999
370700,276.2333390151514,284.75475000000006,269.7283333333333,274.84163020833336,277.04033333333336,273.1392916666666,276.54260763888885,284.75475000000006,269.7283333333333
370800,277.8483873106061,286.4788333333333,271.6089583333334,276.2431041666667,277.35841666666664,274.74620833333336,278.20511689814816,286.4788333333333,271.6089583333334
370900,276.84903882575765,285.53475,270.731375,275.2783333333333,276.5492083333333,273.50854166666664,277.1980844907408,285.53475,270.731375
371000,275.61846590909096,281.70579166666664,267.6701666666667,275.0467291666667,276.7094166666667,273.0772083333333,275.7455185185185,281.70579166666664,267.6701666666667
371100,276.41333238636366,283.4805833333333,270.0192083333334,275.58868229166666,277.4932916666667,274.2259166666666,276.5965879629629,283.4805833333333,270.0192083333334
371300,276.58682859848483,284.2464166666667,270.12475,275.6098645833333,276.77845833333333,273.92383333333333,276.80393171296294,284.2464166666667,270.12475
371400,276.59392803030295,286.3417083333334,271.27983333333333,273.8990416666667,275.220375,272.48637500000007,277.1927916666666,286.3417083333334,271.27983333333333
371500,277.2645738636362,286.4855833333334,272.0330833333333,274.57314062499995,275.86804166666667,273.5261666666667,277.86267013888886,286.4855833333334,272.0330833333333
371600,276.0171477272728,285.1335416666667,270.39445833333326,274.158921875,275.69954166666656,273.00945833333327,276.4300868055555,285.1335416666667,270.39445833333326
371700,278.3514327651515,287.44908333333325,272.7835833333333,276.40194270833337,277.59900000000005,275.44087500000006,278.78465277777775,287.44908333333325,272.7835833333333
410100,278.2500871212121,285.7534166666666,270.95883333333336,276.13196875,277.725375,274.83312500000005,278.7207800925925,285.7534166666666,270.95883333333336
410200,278.6632017045455,287.039375,272.4983333333333,276.32013541666663,277.334125,274.8793749999999,279.1838831018519,287.039375,272.4983333333333
410300,276.76654545454545,283.5770416666666,269.74875000000003,274.37634374999993,275.27074999999996,273.77912499999996,277.2977013888889,283.5770416666666,269.74875000000003
410400,278.3874479166667,285.73025,271.4705833333333,275.9842760416667,277.3035416666666,274.75658333333337,278.9214861111111,285.73025,271.4705833333333
410500,276.87599337121213,285.1863333333334,270.9062083333334,274.1431979166667,275.26966666666675,272.99241666666666,277.48328125,285.1863333333334,270.9062083333334
410600,277.1450833333334,284.84641666666664,270.65254166666665,274.7774427083333,276.0725833333333,273.7380833333333,277.6712256944445,284.84641666666664,270.65254166666665
410700,277.3563702651515,285.04170833333336,270.9108333333333,274.8751666666667,276.08020833333336,273.82149999999996,277.9077488425926,285.04170833333336,270.9108333333333
410800,277.12857291666666,283.9779583333333,270.47666666666663,274.77934375,275.48783333333324,273.6073333333333,277.6506238425926,283.9779583333333,270.47666666666663
410900,277.78540056818184,286.43554166666667,272.4362916666667,275.48715625,276.6041666666667,274.4766666666666,278.29612152777787,286.43554166666667,272.4362916666667
411000,278.6327755681818,286.3816666666667,271.9072083333333,276.38430208333335,278.08458333333334,274.932125,279.13243634259254,286.3816666666667,271.9072083333333
411100,279.2139015151515,287.1805,273.5622916666667,276.58168229166665,278.0652916666666,274.7989166666666,279.7988391203704,287.1805,273.5622916666667
411200,276.1370549242425,283.0407916666667,270.56891666666667,273.64908854166663,274.75304166666666,272.1791666666666,276.68993634259255,283.0407916666667,270.56891666666667
411300,278.7014952651515,285.3915416666667,272.95320833333335,276.320109375,277.5144166666666,275.3199583333333,279.23069212962963,285.3915416666667,272.95320833333335
411400,278.93456912878776,287.4389583333334,273.104125,276.9910208333333,278.3279166666666,276.2441250000001,279.3664687499999,287.4389583333334,273.104125
411500,279.90122537878784,290.436625,272.9140416666667,277.4951458333333,279.4841666666667,276.15512499999994,280.4359097222222,290.436625,272.9140416666667
411600,279.34082859848485,287.71379166666674,273.7545416666667,276.89168229166665,278.69441666666665,275.59,279.88508333333334,287.71379166666674,273.7545416666667
411700,279.5860473484849,287.936,274.1052916666667,276.9295260416667,278.6792500000001,275.36804166666667,280.17638541666656,287.936,274.1052916666667
419001,275.3040596590909,282.69504166666667,268.79966666666667,272.5516822916667,273.66058333333325,270.8124166666667,275.91569907407404,282.69504166666667,268.79966666666667
420100,281.35011174242413,292.6437083333334,274.2527916666666,278.95493229166664,280.64624999999995,277.0900833333333,281.88237384259253,292.6437083333334,274.2527916666666
420200,281.59294507575765,292.7741249999999,275.1759583333333,279.47219791666663,280.67100000000005,277.5876666666666,282.0642222222222,292.7741249999999,275.1759583333333
420300,278.0505170454546,284.34608333333335,272.4617083333333,275.5276458333334,277.2417083333333,274.2803750000001,278.6111550925926,284.34608333333335,272.4617083333333
420500,278.95319696969693,285.74099999999993,272.7018333333333,276.80657812500004,278.57912500000003,274.5276666666667,279.43022337962964,285.74099999999993,272.7018333333333
420600,279.4394289772727,286.8397083333333,273.0384166666667,277.002703125,278.8942916666667,275.59424999999993,279.98092361111117,286.8397083333333,273.0384166666667
420700,281.89686647727274,293.1021666666667,275.3029583333334,279.5135677083333,280.80074999999994,277.72937499999995,282.4264884259259,293.1021666666667,275.3029583333334
420800,280.7826931818183,290.0142916666667,274.27837500000004,278.3208854166666,280.4322916666666,276.38025,281.32976157407404,290.0142916666667,274.27837500000004
420900,280.5994043560607,291.16033333333337,273.2625,278.1742447916667,279.8694583333333,276.38395833333334,281.1383287037037,291.16033333333337,273.2625
421000,281.54717045454555,291.651125,274.81708333333336,279.2530052083334,281.4517916666667,277.119125,282.0569849537037,291.651125,274.81708333333336
421100,280.604428030303,291.6838333333332,273.8498333333334,278.5869010416667,280.32029166666666,276.7746666666667,281.0527673611111,291.6838333333332,273.8498333333334
421200,281.5045757575757,293.26499999999993,274.3889166666666,279.1166979166666,281.06508333333323,277.251625,282.03521527777787,293.26499999999993,274.3889166666666
421300,279.94050473484845,289.02541666666673,273.10391666666663,277.40279166666664,279.11370833333325,275.84999999999997,280.50444097222226,289.02541666666673,273.10391666666663
422800,278.6442660984849,284.3237083333333,273.567,277.125046875,279.3267916666667,275.07345833333335,278.9818703703703,284.3237083333333,273.567
429004,281.32966382575756,292.3314166666667,274.1077916666666,278.9295989583333,281.09075,277.0145416666666,281.86301157407405,292.3314166666667,274.1077916666666
429005,281.36081912878785,291.38195833333333,274.6394583333333,278.9612916666667,281.01237499999996,276.83045833333335,281.8940474537037,291.38195833333333,274.6394583333333
429006,281.12429829545454,291.2534583333334,274.14799999999997,278.70886979166664,280.72616666666664,276.6858333333334,281.6610601851852,291.2534583333334,274.14799999999997
429021,275.50859943181814,282.62325000000004,267.7844166666667,273.04106770833334,275.2259583333334,270.6427916666667,276.05693981481477,282.62325000000004,267.7844166666667
430100,282.365493371212,293.5504583333334,275.64112500000005,279.8400572916667,282.46866666666665,277.53745833333335,282.92670138888883,293.5504583333334,275.64112500000005
430200,283.4731202651515,294.07300000000004,276.89275,280.98822916666666,284.21208333333334,278.1513333333334,284.02531828703707,294.07300000000004,276.89275
430300,282.53764109848487,293.996875,276.0897916666666,279.5862760416667,282.0055,276.99775,283.19350000000003,293.996875,276.0897916666666
430400,283.2996145833333,294.01983333333334,277.0925833333334,280.20451041666666,283.34795833333334,277.2499166666666,283.9874155092592,294.01983333333334,277.0925833333334
430500,281.66971685606063,291.0934583333333,275.0734583333334,278.92186458333333,281.48124999999993,275.3467083333333,282.28035069444445,291.0934583333333,275.0734583333334
430600,281.9828304924242,293.1976666666667,275.105375,279.5772916666666,282.16904166666666,277.458375,282.5173946759259,293.1976666666667,275.105375
430700,281.1240217803031,290.2171666666666,274.7555416666667,278.97646875,281.50833333333327,276.57029166666666,281.6012557870371,290.2171666666666,274.7555416666667
430800,279.82357291666665,286.83804166666664,274.52725000000004,277.99618749999996,279.99970833333333,274.97262499999994,280.2296585648148,286.83804166666664,274.52725000000004
430900,281.44020075757567,291.9590833333333,274.70620833333334,278.89992708333335,281.87379166666665,276.42041666666665,282.00470601851845,291.9590833333333,274.70620833333334
