FID,city_id
123,360200.000000000000000
124,360300.000000000000000
125,360400.000000000000000
126,360500.000000000000000
127,360600.000000000000000
128,360700.000000000000000
129,360800.000000000000000
130,360900.000000000000000
131,361000.000000000000000
132,361100.000000000000000
133,370100.000000000000000
134,370200.000000000000000
135,370300.000000000000000
136,370400.000000000000000
137,370500.000000000000000
138,370600.000000000000000
139,370700.000000000000000
140,370800.000000000000000
141,370900.000000000000000
142,371000.000000000000000
143,371100.000000000000000
144,371200.000000000000000
145,371300.000000000000000
146,371400.000000000000000
147,371500.000000000000000
148,371600.000000000000000
149,371700.000000000000000
150,410100.000000000000000
151,410200.000000000000000
152,410300.000000000000000
153,410400.000000000000000
154,410500.000000000000000
155,410600.000000000000000
156,410700.000000000000000
157,410800.000000000000000
158,410900.000000000000000
159,411000.000000000000000
160,411100.000000000000000
161,411200.000000000000000
162,411300.000000000000000
163,411400.000000000000000
164,411500.000000000000000
165,411600.000000000000000
166,411700.000000000000000
167,419001.000000000000000
168,420100.000000000000000
169,420200.000000000000000
170,420300.000000000000000
171,420500.000000000000000
172,420600.000000000000000
173,420700.000000000000000
174,420800.000000000000000
175,420900.000000000000000
176,421000.000000000000000
177,421100.000000000000000
178,421200.000000000000000
179,421300.000000000000000
180,422800.000000000000000
181,429004.000000000000000
182,429005.000000000000000
183,429006.000000000000000
184,429021.000000000000000
185,430100.000000000000000
186,430200.000000000000000
187,430300.000000000000000
188,430400.000000000000000
189,430500.000000000000000
190,430600.000000000000000
191,430700.000000000000000
192,430800.000000000000000
193,430900.000000000000000
194,431000.000000000000000
195,431100.000000000000000
196,431200.000000000000000
197,431300.000000000000000
198,433100.000000000000000
199,440100.000000000000000
200,440200.000000000000000
201,440300.000000000000000
202,440400.000000000000000
203,440500.000000000000000
204,440600.000000000000000
205,440700.000000000000000
206,440800.000000000000000
207,440900.000000000000000
208,441200.000000000000000
209,441300.000000000000000
210,441400.000000000000000
211,441500.000000000000000
212,441600.000000000000000
213,441700.000000000000000
214,441800.000000000000000
215,441900.000000000000000
216,442000.000000000000000
217,445100.000000000000000
218,445200.000000000000000
219,445300.000000000000000
220,450100.000000000000000
221,450200.000000000000000
222,450300.000000000000000
223,450400.000000000000000
224,450500.000000000000000
225,450600.000000000000000
226,450700.000000000000000
227,450800.000000000000000
228,450900.000000000000000
229,451000.000000000000000
230,451100.000000000000000
231,451200.000000000000000
232,451300.000000000000000
233,451400.000000000000000
234,460100.000000000000000
235,460200.000000000000000
236,460300.000000000000000
237,460400.000000000000000
238,469001.000000000000000
239,469002.000000000000000
240,469005.000000000000000
241,469006.000000000000000
242,469007.000000000000000
243,469021.000000000000000
244,469022.000000000000000
245,469023.000000000000000
246,469024.000000000000000
247,469025.000000000000000
248,469026.000000000000000
249,469027.000000000000000
250,469028.000000000000000
251,469029.000000000000000
252,469030.000000000000000
253,500000.000000000000000
254,510100.000000000000000
255,510300.000000000000000
256,510400.000000000000000
257,510500.000000000000000
258,510600.000000000000000
259,510700.000000000000000
260,510800.000000000000000
261,510900.000000000000000
262,511000.000000000000000
263,511100.000000000000000
264,511300.000000000000000
265,511400.000000000000000
266,511500.000000000000000
267,511600.000000000000000
268,511700.000000000000000
269,511800.000000000000000
270,511900.000000000000000
271,512000.000000000000000
272,513200.000000000000000
273,513300.000000000000000
274,513400.000000000000000
275,520100.000000000000000
276,520200.000000000000000
277,520300.000000000000000
278,520400.000000000000000
279,520500.000000000000000
280,520600.000000000000000
281,522300.000000000000000
282,522600.000000000000000
283,522700.000000000000000
284,530100.000000000000000
285,530300.000000000000000
286,530400.000000000000000
287,530500.000000000000000
288,530600.000000000000000
289,530700.000000000000000
290,530800.000000000000000
291,530900.000000000000000
292,532300.000000000000000
293,532500.000000000000000
294,532600.000000000000000
295,532800.000000000000000
296,532900.000000000000000
297,533100.000000000000000
298,533300.000000000000000
299,533400.000000000000000
300,540100.000000000000000
301,540200.000000000000000
302,540300.000000000000000
303,540400.000000000000000
304,542200.000000000000000
305,542400.000000000000000
306,542500.000000000000000
307,610100.000000000000000
308,610200.000000000000000
309,610300.000000000000000
310,610400.000000000000000
311,610500.000000000000000
312,610600.000000000000000
313,610700.000000000000000
314,610800.000000000000000
315,610900.000000000000000
316,611000.000000000000000
317,620100.000000000000000
318,620200.000000000000000
319,620300.000000000000000
320,620400.000000000000000
321,620500.000000000000000
322,620600.000000000000000
323,620700.000000000000000
324,620800.000000000000000
325,620900.000000000000000
326,621000.000000000000000
327,621100.000000000000000
328,621200.000000000000000
329,622900.000000000000000
330,623000.000000000000000
331,630100.000000000000000
332,630200.000000000000000
333,632200.000000000000000
334,632300.000000000000000
335,632500.000000000000000
336,632600.000000000000000
337,632700.000000000000000
338,632800.000000000000000
339,640100.000000000000000
340,640200.000000000000000
341,640300.000000000000000
342,640400.000000000000000
343,640500.000000000000000
344,650100.000000000000000
345,650200.000000000000000
346,650400.000000000000000
347,652200.000000000000000
348,652300.000000000000000
349,652700.000000000000000
350,652800.000000000000000
351,652900.000000000000000
352,653000.000000000000000
353,653100.000000000000000
354,653200.000000000000000
355,654000.000000000000000
356,654200.000000000000000
357,654300.000000000000000
358,659001.000000000000000
359,659002.000000000000000
360,659003.000000000000000
361,659004.000000000000000
362,659005.000000000000000
363,710000.000000000000000
364,810000.000000000000000
365,820000.000000000000000
